Number-of-branches False-positive-rate-(%) Number-of-hash-functions Bloom-filter-size-(KB)
2048 54 2 0.322266
2048 55 2 0.313477
2048 56 2 0.304688
2048 57 2 0.296875
2048 58 2 0.288086
2048 59 2 0.280273
2048 60 2 0.273438
2048 61 2 0.265625
2048 62 2 0.258789
2048 63 2 0.251953
2048 64 2 0.245117
2048 65 2 0.238281
2048 66 2 0.232422
2048 67 2 0.225586
2048 68 2 0.219727
2048 69 2 0.213867
2048 70 2 0.208008
2048 71 2 0.202148
2048 72 2 0.196289
2048 73 2 0.191406
2048 74 2 0.185547
2048 75 2 0.180664
2048 76 2 0.175781
2048 77 2 0.170898
2048 78 2 0.165039
2048 79 2 0.160156
2048 80 2 0.155273
2048 81 2 0.151367
2048 82 2 0.146484
2048 83 2 0.141602
2048 84 2 0.136719
2048 85 2 0.131836
2048 86 2 0.12793
2048 87 2 0.123047
2048 88 2 0.118164
2048 89 2 0.113281
2048 90 2 0.109375
2048 91 2 0.104492
2048 92 2 0.0996094
2048 93 2 0.0947266
2048 94 2 0.0888672
2048 95 2 0.0839844
2048 96 2 0.078125
2048 97 2 0.0712891
2048 98 2 0.0644531
2048 99 2 0.0546875
2048 100 2 0.00012207
4096 1 7 4.79688
4096 2 6 4.07617
4096 3 5 3.64941
4096 4 5 3.35547
4096 5 4 3.12402
4096 6 4 2.92871
4096 7 4 2.76953
4096 8 4 2.63574
4096 9 4 2.52051
4096 10 3 2.4043
4096 11 3 2.2998
4096 12 3 2.20703
4096 13 3 2.12402
4096 14 3 2.04883
4096 15 3 1.97949
4096 16 3 1.91699
4096 17 3 1.8584
4096 18 3 1.80469
4096 19 2 1.74707
4096 20 2 1.6875
4096 21 2 1.63184
4096 22 2 1.58008
4096 23 2 1.53125
4096 24 2 1.48633
4096 25 2 1.44336
4096 26 2 1.40234
4096 27 2 1.36426
4096 28 2 1.32812
4096 29 2 1.29395
4096 30 2 1.26074
4096 31 2 1.22949
4096 32 2 1.19922
4096 33 2 1.1709
4096 34 2 1.14355
4096 35 2 1.11719
4096 36 2 1.0918
4096 37 2 1.06738
4096 38 2 1.04395
4096 39 2 1.01172
4096 40 2 0.979492
4096 41 2 0.948242
4096 42 2 0.917969
4096 43 2 0.889648
4096 44 2 0.862305
4096 45 2 0.836914
4096 46 2 0.811523
4096 47 2 0.788086
4096 48 2 0.764648
4096 49 2 0.743164
4096 50 2 0.72168
4096 51 2 0.701172
4096 52 2 0.681641
4096 53 2 0.663086
4096 54 2 0.644531
4096 55 2 0.626953
4096 56 2 0.609375
4096 57 2 0.592773
4096 58 2 0.577148
4096 59 2 0.561523
4096 60 2 0.545898
4096 61 2 0.53125
4096 62 2 0.517578
4096 63 2 0.50293
4096 64 2 0.490234
4096 65 2 0.476562
4096 66 2 0.463867
4096 67 2 0.451172
4096 68 2 0.439453
4096 69 2 0.427734
4096 70 2 0.416016
4096 71 2 0.404297
4096 72 2 0.393555
4096 73 2 0.381836
4096 74 2 0.371094
4096 75 2 0.361328
4096 76 2 0.350586
4096 77 2 0.34082
4096 78 2 0.331055
4096 79 2 0.320312
4096 80 2 0.310547
4096 81 2 0.301758
4096 82 2 0.291992
4096 83 2 0.282227
4096 84 2 0.273438
4096 85 2 0.263672
4096 86 2 0.254883
4096 87 2 0.245117
4096 88 2 0.236328
4096 89 2 0.226562
4096 90 2 0.217773
4096 91 2 0.208008
4096 92 2 0.198242
4096 93 2 0.188477
4096 94 2 0.177734
4096 95 2 0.166992
4096 96 2 0.155273
4096 97 2 0.142578
4096 98 2 0.12793
4096 99 2 0.109375
4096 100 2 0.00012207
8192 1 7 9.59375
8192 2 6 8.15234
8192 3 5 7.29883
8192 4 5 6.71094
8192 5 4 6.24707
8192 6 4 5.85645
8192 7 4 5.53809
8192 8 4 5.27051
8192 9 4 5.04199
8192 10 3 4.80859
8192 11 3 4.59961
8192 12 3 4.41406
8192 13 3 4.24707
8192 14 3 4.09668
8192 15 3 3.95898
8192 16 3 3.83301
8192 17 3 3.71582
8192 18 3 3.6084
8192 19 2 3.49414
8192 20 2 3.37402
8192 21 2 3.26367
8192 22 2 3.15918
8192 23 2 3.0625
8192 24 2 2.97168
8192 25 2 2.88574
8192 26 2 2.80469
8192 27 2 2.72852
8192 28 2 2.65527
8192 29 2 2.58691
8192 30 2 2.52051
8192 31 2 2.45801
8192 32 2 2.39844
8192 33 2 2.34082
8192 34 2 2.28613
8192 35 2 2.2334
8192 36 2 2.18262
8192 37 2 2.13477
8192 38 2 2.08789
8192 39 2 2.02344
8192 40 2 1.95801
8192 41 2 1.89551
8192 42 2 1.83594
8192 43 2 1.7793
8192 44 2 1.72461
8192 45 2 1.67285
8192 46 2 1.62305
8192 47 2 1.5752
8192 48 2 1.5293
8192 49 2 1.48535
8192 50 2 1.44336
8192 51 2 1.40234
8192 52 2 1.36328
8192 53 2 1.3252
8192 54 2 1.28809
8192 55 2 1.25293
8192 56 2 1.21875
8192 57 2 1.18555
8192 58 2 1.15332
8192 59 2 1.12207
8192 60 2 1.0918
8192 61 2 1.0625
8192 62 2 1.03418
8192 63 2 1.00586
8192 64 2 0.979492
8192 65 2 0.953125
8192 66 2 0.927734
8192 67 2 0.902344
8192 68 2 0.87793
8192 69 2 0.854492
8192 70 2 0.831055
8192 71 2 0.808594
8192 72 2 0.786133
8192 73 2 0.763672
8192 74 2 0.743164
8192 75 2 0.72168
8192 76 2 0.701172
8192 77 2 0.680664
8192 78 2 0.661133
8192 79 2 0.641602
8192 80 2 0.62207
8192 81 2 0.602539
8192 82 2 0.583984
8192 83 2 0.564453
8192 84 2 0.545898
8192 85 2 0.527344
8192 86 2 0.508789
8192 87 2 0.490234
8192 88 2 0.47168
8192 89 2 0.453125
8192 90 2 0.43457
8192 91 2 0.416016
8192 92 2 0.396484
8192 93 2 0.375977
8192 94 2 0.355469
8192 95 2 0.333984
8192 96 2 0.310547
8192 97 2 0.285156
8192 98 2 0.255859
8192 99 2 0.217773
8192 100 2 0.00012207
16384 1 7 19.1865
16384 2 6 16.3037
16384 3 5 14.5977
16384 4 5 13.4219
16384 5 4 12.4941
16384 6 4 11.7129
16384 7 4 11.0762
16384 8 4 10.542
16384 9 4 10.083
16384 10 3 9.61719
16384 11 3 9.19922
16384 12 3 8.82715
16384 13 3 8.49414
16384 14 3 8.19238
16384 15 3 7.91699
16384 16 3 7.66504
16384 17 3 7.43164
16384 18 3 7.21582
16384 19 2 6.9873
16384 20 2 6.74805
16384 21 2 6.52637
16384 22 2 6.31836
16384 23 2 6.125
16384 24 2 5.94238
16384 25 2 5.77148
16384 26 2 5.60938
16384 27 2 5.45605
16384 28 2 5.31055
16384 29 2 5.17285
16384 30 2 5.04199
16384 31 2 4.91602
16384 32 2 4.79688
16384 33 2 4.68164
16384 34 2 4.57227
16384 35 2 4.4668
16384 36 2 4.36621
16384 37 2 4.26855
16384 38 2 4.1748
16384 39 2 4.04688
16384 40 2 3.91602
16384 41 2 3.79102
16384 42 2 3.67188
16384 43 2 3.55859
16384 44 2 3.4502
16384 45 2 3.3457
16384 46 2 3.24609
16384 47 2 3.15039
16384 48 2 3.05859
16384 49 2 2.9707
16384 50 2 2.88574
16384 51 2 2.80371
16384 52 2 2.72559
16384 53 2 2.64941
16384 54 2 2.57617
16384 55 2 2.50488
16384 56 2 2.43652
16384 57 2 2.37012
16384 58 2 2.30566
16384 59 2 2.24316
16384 60 2 2.18262
16384 61 2 2.12402
16384 62 2 2.06738
16384 63 2 2.01172
16384 64 2 1.95801
16384 65 2 1.90527
16384 66 2 1.85449
16384 67 2 1.80469
16384 68 2 1.75586
16384 69 2 1.70801
16384 70 2 1.66113
16384 71 2 1.61621
16384 72 2 1.57129
16384 73 2 1.52832
16384 74 2 1.48535
16384 75 2 1.44336
16384 76 2 1.40137
16384 77 2 1.36133
16384 78 2 1.32129
16384 79 2 1.28223
16384 80 2 1.24316
16384 81 2 1.20508
16384 82 2 1.16699
16384 83 2 1.12891
16384 84 2 1.0918
16384 85 2 1.05469
16384 86 2 1.01758
16384 87 2 0.980469
16384 88 2 0.943359
16384 89 2 0.90625
16384 90 2 0.869141
16384 91 2 0.831055
16384 92 2 0.791992
16384 93 2 0.75293
16384 94 2 0.710938
16384 95 2 0.667969
16384 96 2 0.62207
16384 97 2 0.570312
16384 98 2 0.511719
16384 99 2 0.43457
16384 100 2 0.00012207
32768 1 7 38.3721
32768 2 6 32.6064
32768 3 5 29.1953
32768 4 5 26.8428
32768 5 4 24.9883
32768 6 4 23.4248
32768 7 4 22.1514
32768 8 4 21.083
32768 9 4 20.165
32768 10 3 19.2334
32768 11 3 18.3975
32768 12 3 17.6543
32768 13 3 16.9883
32768 14 3 16.3848
32768 15 3 15.835
32768 16 3 15.3301
32768 17 3 14.8633
32768 18 3 14.4316
32768 19 2 13.9736
32768 20 2 13.4961
32768 21 2 13.0518
32768 22 2 12.6367
32768 23 2 12.249
32768 24 2 11.8848
32768 25 2 11.542
32768 26 2 11.2178
32768 27 2 10.9121
32768 28 2 10.6211
32768 29 2 10.3457
32768 30 2 10.083
32768 31 2 9.83203
32768 32 2 9.59277
32768 33 2 9.36426
32768 34 2 9.14453
32768 35 2 8.93359
32768 36 2 8.73145
32768 37 2 8.53613
32768 38 2 8.34863
32768 39 2 8.09277
32768 40 2 7.83105
32768 41 2 7.58105
32768 42 2 7.34375
32768 43 2 7.11621
32768 44 2 6.89941
32768 45 2 6.69141
32768 46 2 6.49219
32768 47 2 6.30078
32768 48 2 6.11719
32768 49 2 5.94043
32768 50 2 5.77148
32768 51 2 5.60742
32768 52 2 5.4502
32768 53 2 5.29785
32768 54 2 5.15137
32768 55 2 5.00977
32768 56 2 4.87305
32768 57 2 4.74023
32768 58 2 4.61133
32768 59 2 4.48633
32768 60 2 4.36621
32768 61 2 4.24805
32768 62 2 4.13477
32768 63 2 4.02344
32768 64 2 3.91602
32768 65 2 3.81055
32768 66 2 3.70801
32768 67 2 3.6084
32768 68 2 3.51074
32768 69 2 3.41602
32768 70 2 3.32227
32768 71 2 3.23145
32768 72 2 3.14258
32768 73 2 3.05566
32768 74 2 2.96973
32768 75 2 2.88574
32768 76 2 2.80273
32768 77 2 2.72168
32768 78 2 2.64258
32768 79 2 2.56348
32768 80 2 2.48535
32768 81 2 2.40918
32768 82 2 2.33301
32768 83 2 2.25781
32768 84 2 2.18262
32768 85 2 2.1084
32768 86 2 2.03516
32768 87 2 1.96094
32768 88 2 1.88672
32768 89 2 1.8125
32768 90 2 1.7373
32768 91 2 1.66113
32768 92 2 1.58398
32768 93 2 1.50488
32768 94 2 1.42188
32768 95 2 1.33594
32768 96 2 1.24316
32768 97 2 1.14062
32768 98 2 1.02246
32768 99 2 0.869141
32768 100 2 0.00012207
